Axis	Dose
0.3	76.5
1.3	78.0
2.3	80.3
3.3	82.5
4.3	85.0
5.3	87.3
6.3	89.8
7.3	92.2
8.3	94.8
9.3	96.8
10.3	98.4
11.3	99.5
12.3	100.0
13.3	99.4
14.3	98.0
15.3	95.4
16.3	92.2
17.3	87.8
18.3	82.3
19.3	75.5
20.3	68.0
21.3	60.1
22.3	52.0
23.3	43.9
24.3	35.6
25.3	27.8
26.3	21.0
27.3	15.4
28.3	10.6
29.3	6.8
30.3	4.2
31.3	2.6
32.3	1.6
33.3	1.1
34.3	0.9
35.3	0.7
36.3	0.6
37.3	0.6
38.3	0.6
39.3	0.6
40.3	0.5
41.3	0.6
42.3	0.6
43.3	0.5
44.3	0.6
45.3	0.6
46.3	0.5
47.3	0.5
48.3	0.5
49.3	0.6
50.3	0.6
51.3	0.6
52.3	0.6
53.3	0.6
54.3	0.6
55.3	0.6
56.3	0.6
57.3	0.6
58.3	0.5
59.3	0.5
60.3	0.6
61.3	0.6
62.3	0.6
63.3	0.6
64.3	0.5
65.3	0.5
66.3	0.6
67.3	0.7
68.3	0.6
69.3	0.6
70.3	0.5
71.3	0.5
72.3	0.4
73.3	0.5
74.3	0.5
75.3	0.5
76.3	0.5
77.3	0.5
78.3	0.5
79.3	0.5
80.3	0.5
81.3	0.5
82.3	0.5
83.3	0.5
84.3	0.5
85.3	0.5
86.3	0.5
87.3	0.5
88.3	0.4
89.3	0.4
90.3	0.4
91.3	0.4
92.3	0.5
93.3	0.5
94.3	0.4
95.3	0.4
96.3	0.4
97.3	0.4
98.3	0.4
99.3	0.5
100.3	0.5
101.3	0.5
102.3	0.3
103.3	0.3
104.3	0.3
105.3	0.5
106.3	0.5
107.3	0.4
108.3	0.3
109.3	0.4
110.3	0.4
111.3	0.4
112.3	0.4
113.3	0.4
114.3	0.4
115.3	0.4
116.3	0.4
117.3	0.4
118.3	0.4
119.3	0.3
120.3	0.3
121.3	0.4
122.3	0.4
123.3	0.3
124.3	0.3
125.3	0.3
126.3	0.3
127.3	0.3
128.3	0.3
129.3	0.3
