Axis	Dose
125.0	1.0
124.5	0.6
123.6	0.6
122.9	0.5
122.3	0.6
121.7	0.6
121.1	0.7
120.6	0.6
120.1	0.5
119.6	0.6
119.2	0.6
118.8	0.6
118.3	0.7
117.8	0.5
117.3	0.6
116.8	0.5
116.3	0.7
115.8	0.6
115.3	0.5
114.7	0.6
114.2	0.6
113.7	0.7
113.2	0.6
112.7	0.6
112.2	0.7
111.7	0.6
111.2	0.7
110.6	0.6
110.1	0.6
109.6	0.7
109.1	0.6
108.6	0.8
108.1	0.6
107.6	0.8
107.1	0.6
106.6	0.7
106.1	0.6
105.5	0.7
105.0	0.7
104.5	0.7
104.0	0.8
103.5	0.7
103.0	0.7
102.5	0.7
102.0	0.7
101.5	0.8
101.0	0.8
100.5	0.6
100.0	0.9
99.5	0.7
99.0	0.7
98.5	0.8
98.0	0.7
97.5	0.9
97.0	0.7
96.5	0.7
96.0	0.8
95.4	0.7
94.9	0.8
94.5	0.8
93.9	0.8
93.4	0.9
92.9	0.8
92.4	0.8
91.9	0.8
91.4	1.0
90.9	0.8
90.4	0.9
89.9	0.8
89.4	0.9
88.9	0.9
88.4	1.0
87.9	0.8
87.4	0.9
86.8	0.9
86.3	1.0
85.8	0.9
85.3	1.0
84.8	0.8
84.4	1.1
83.8	0.9
83.3	1.0
82.8	1.0
82.3	0.9
81.8	1.1
81.3	1.0
80.8	1.1
80.3	1.0
79.8	1.1
79.3	1.1
78.8	1.1
78.3	1.1
77.7	1.1
77.2	1.1
76.7	1.3
76.2	1.1
75.7	1.1
75.2	1.2
74.7	1.2
74.2	1.1
73.7	1.2
73.2	1.2
72.7	1.4
72.2	1.3
71.7	1.2
71.2	1.4
70.6	1.3
70.1	1.3
69.6	1.3
69.1	1.3
68.6	1.5
68.1	1.4
67.6	1.4
67.1	1.4
66.6	1.6
66.1	1.4
65.6	1.6
65.1	1.6
64.6	1.6
64.1	1.6
63.6	1.6
63.1	1.7
62.5	1.7
62.0	1.6
61.5	1.7
61.0	1.7
60.5	1.7
60.0	1.9
59.5	1.8
59.0	1.8
58.5	2.0
58.0	1.8
57.5	2.1
57.0	1.8
56.5	2.0
56.0	2.2
55.4	2.1
54.9	2.1
54.4	2.1
53.9	2.2
53.4	2.3
52.9	2.2
52.4	2.2
51.9	2.5
51.4	2.4
50.9	2.3
50.3	2.5
49.8	2.5
49.3	2.5
48.8	2.7
48.3	2.6
47.8	2.7
47.3	2.8
46.8	2.8
46.3	2.9
45.8	2.9
45.3	3.0
44.8	3.0
44.3	3.1
43.8	3.1
43.2	3.2
42.8	3.3
42.3	3.3
41.8	3.5
41.3	3.6
40.8	3.5
40.3	3.7
39.8	3.7
39.3	3.8
38.7	3.9
38.2	3.9
37.7	4.2
37.2	4.2
36.7	4.1
36.2	4.4
35.7	4.6
35.2	4.7
34.7	4.9
34.2	5.1
33.7	5.3
33.2	5.5
32.7	5.8
32.4	6.1
32.1	6.2
31.6	6.6
31.1	7.1
30.5	8.0
30.0	8.9
29.5	10.1
29.0	11.5
28.5	13.3
28.0	15.6
27.5	18.3
27.0	21.9
26.5	26.0
26.0	30.4
25.4	34.9
24.9	39.4
24.5	43.6
24.0	47.5
23.4	51.1
22.9	54.1
22.4	56.2
21.9	58.2
21.4	59.5
20.9	60.5
20.4	61.5
19.9	62.1
19.4	62.6
18.9	63.1
18.4	63.4
17.9	63.6
17.4	63.8
16.9	64.1
16.3	64.2
15.8	64.4
15.2	64.6
14.6	64.5
14.1	64.6
13.6	64.7
13.1	64.8
12.6	64.9
12.1	64.8
11.6	64.9
11.1	64.7
10.6	65.1
10.1	65.1
9.6	65.2
9.1	65.3
8.6	65.2
8.1	65.0
7.6	65.2
7.1	65.1
6.6	65.3
6.1	65.3
5.5	65.4
5.1	65.4
4.6	65.2
4.0	65.2
3.5	65.2
3.1	65.4
2.7	65.3
2.2	65.3
1.8	65.2
1.2	65.3
0.7	65.3
0.2	65.3
-0.3	65.4
-0.8	65.4
-1.3	65.4
-1.8	65.2
-2.3	65.2
-2.8	65.4
-3.3	65.3
-3.9	65.1
-4.3	65.1
-4.9	65.4
-5.3	65.3
-5.8	65.2
-6.4	65.3
-7.0	65.2
-7.5	65.1
-8.1	65.0
-8.6	65.0
-9.2	65.2
-9.7	65.1
-10.1	64.9
-10.6	64.9
-11.1	64.8
-11.6	64.8
-12.1	64.9
-12.6	64.7
-13.1	64.8
-13.6	64.7
-14.1	64.3
-14.7	64.3
-15.2	64.2
-15.7	63.9
-16.2	64.0
-16.6	63.9
-17.2	63.6
-17.7	63.1
-18.2	62.7
-18.7	62.5
-19.2	61.6
-19.6	61.0
-20.1	60.4
-20.5	59.5
-21.0	58.2
-21.5	56.5
-22.0	54.2
-22.5	51.6
-23.0	48.2
-23.5	44.6
-24.1	40.4
-24.6	36.2
-25.0	32.1
-25.5	27.7
-26.0	23.9
-26.5	20.1
-27.1	16.8
-27.6	14.2
-28.0	12.2
-28.5	10.5
-29.0	9.3
-29.5	8.4
-30.1	7.5
-30.6	7.0
-31.1	6.5
-31.6	6.2
-32.1	5.8
-32.6	5.5
-33.1	5.2
-33.6	5.1
-34.1	4.9
-34.6	4.7
-35.1	4.6
-35.6	4.4
-36.2	4.3
-36.8	4.2
-37.4	3.9
-38.0	4.0
-38.6	3.7
-39.1	3.8
-39.6	3.6
-40.1	3.5
-40.6	3.6
-41.1	3.4
-41.6	3.4
-42.0	3.3
-42.6	3.2
-43.0	3.2
-43.6	3.2
-44.1	3.0
-44.6	2.8
-45.1	3.1
-45.6	2.8
-46.1	2.8
-46.6	2.8
-47.1	2.7
-47.6	2.7
-48.1	2.7
-48.6	2.4
-49.1	2.7
-49.6	2.4
-50.1	2.5
-50.6	2.4
-51.1	2.3
-51.7	2.3
-52.1	2.2
-52.6	2.3
-53.1	2.1
-53.6	2.1
-54.2	2.2
-54.7	2.1
-55.2	2.1
-55.7	2.0
-56.2	2.0
-56.7	1.9
-57.2	1.9
-57.8	1.9
-58.2	1.7
-58.7	1.9
-59.2	1.8
-59.8	1.9
-60.2	1.5
-60.8	1.8
-61.3	1.8
-61.8	1.6
-62.3	1.6
-62.8	1.6
-63.3	1.6
-63.8	1.6
-64.3	1.6
-64.8	1.6
-65.3	1.5
-65.8	1.5
-66.4	1.5
-66.9	1.4
-67.4	1.4
-67.9	1.4
-68.4	1.5
-68.9	1.3
-69.4	1.4
-69.9	1.3
-70.4	1.3
-70.9	1.3
-71.4	1.3
-71.9	1.2
-72.4	1.2
-72.9	1.3
-73.4	1.2
-73.9	1.2
-74.4	1.2
-75.0	1.1
-75.5	1.2
-76.0	1.1
-76.5	1.2
-77.0	1.0
-77.5	1.2
-78.0	1.1
-78.5	1.2
-79.0	1.0
-79.5	1.1
-80.0	1.0
-80.5	1.1
-81.0	1.1
-81.5	0.9
-82.1	1.0
-82.6	1.0
-83.1	0.9
-83.6	1.0
-84.1	0.9
-84.6	0.9
-85.1	1.0
-85.6	0.8
-86.1	0.9
-86.6	1.0
-87.1	1.0
-87.6	0.7
-88.1	1.0
-88.6	1.0
-89.2	0.8
-89.6	0.8
-90.2	0.8
-90.7	0.8
-91.2	0.9
-91.7	0.8
-92.2	0.9
-92.7	0.8
-93.2	0.8
-93.7	0.8
-94.2	0.9
-94.7	0.7
-95.2	0.8
-95.7	0.8
-96.2	0.7
-96.7	0.6
-97.2	0.8
-97.7	0.8
-98.2	0.8
-98.7	0.8
-99.2	0.7
-99.8	0.7
-100.3	0.8
-100.8	0.6
-101.3	0.7
-101.8	0.8
-102.3	0.6
-102.8	0.7
-103.3	0.7
-103.8	0.7
-104.3	0.7
-104.8	0.8
-105.3	0.6
-105.9	0.7
-106.4	0.7
-106.8	0.7
-107.4	0.6
-107.9	0.7
-108.4	0.6
-108.9	0.6
-109.4	0.6
-109.9	0.7
-110.4	0.6
-110.9	0.7
-111.5	0.6
-111.9	0.8
-112.4	0.4
-113.0	0.6
-113.5	0.6
-114.0	0.7
-114.5	0.6
-115.0	0.6
-115.5	0.6
-116.0	0.7
-116.5	0.5
-117.1	0.6
-117.6	0.6
-118.1	0.5
-118.6	0.6
-119.1	0.5
-119.6	0.7
-120.1	0.5
-120.6	0.5
-121.1	0.6
-121.6	0.6
-122.2	0.6
-122.7	0.5
-123.2	0.6
-123.7	0.4
-124.2	0.7
-125.0	0.6
