Axis	Dose
72.7	1.0
72.2	1.1
71.7	1.1
71.1	1.1
70.6	1.3
70.1	1.1
69.6	1.2
69.1	1.1
68.6	1.3
68.1	1.3
67.6	1.2
67.1	1.2
66.6	1.4
66.1	1.2
65.6	1.3
65.1	1.4
64.6	1.3
64.1	1.3
63.5	1.4
63.0	1.4
62.5	1.4
62.0	1.4
61.5	1.5
61.0	1.4
60.5	1.5
60.0	1.6
59.5	1.4
58.9	1.6
58.4	1.5
57.9	1.7
57.4	1.6
56.9	1.6
56.4	1.6
55.9	1.7
55.4	1.8
54.9	1.8
54.4	1.7
53.9	1.7
53.4	1.9
52.9	2.0
52.3	1.8
51.8	2.0
51.3	1.9
50.8	2.0
50.3	2.1
49.8	2.1
49.3	2.0
48.8	2.2
48.3	2.1
47.8	2.2
47.2	2.1
46.8	2.3
46.3	2.4
45.8	2.4
45.2	2.3
44.7	2.4
44.2	2.4
43.7	2.6
43.2	2.5
42.7	2.6
42.2	2.6
41.7	2.8
41.2	2.9
40.7	2.8
40.2	2.7
39.7	3.1
39.2	3.0
38.7	3.1
38.1	3.0
37.6	3.3
37.1	3.4
36.6	3.5
36.1	3.5
35.7	3.7
35.4	3.8
35.1	3.9
34.6	4.0
34.0	4.3
33.5	4.6
33.0	5.0
32.5	5.5
32.0	6.0
31.5	6.7
31.0	7.6
30.5	8.6
30.0	10.3
29.5	12.1
29.0	14.2
28.5	16.5
28.0	18.9
27.5	21.3
26.9	23.6
26.4	25.7
25.9	27.6
25.4	29.1
24.9	30.3
24.4	31.1
23.9	31.8
23.4	32.3
22.9	32.8
22.4	33.0
21.9	33.3
21.4	33.6
20.9	33.6
20.5	34.0
19.9	33.9
19.4	34.1
18.9	34.2
18.4	34.2
17.9	34.3
17.4	34.4
16.8	34.4
16.2	34.4
15.6	34.6
15.1	34.6
14.6	34.8
14.2	34.5
13.7	34.8
13.2	34.8
12.7	34.7
12.2	34.8
11.7	34.9
11.2	34.7
10.7	34.9
10.2	34.8
9.6	34.9
9.1	34.8
8.6	35.0
8.2	35.1
7.7	35.1
7.1	35.1
6.7	34.8
6.1	34.9
5.6	35.0
5.1	34.9
4.6	35.2
4.1	34.9
3.6	34.9
3.2	35.0
2.8	35.0
2.4	35.0
1.8	35.0
1.3	35.0
0.8	35.0
0.3	35.0
-0.2	34.9
-0.7	35.0
-1.2	34.9
-1.7	34.9
-2.2	34.9
-2.7	34.9
-3.2	35.0
-3.7	34.9
-4.3	35.0
-4.7	34.9
-5.2	34.7
-5.7	35.0
-6.3	35.1
-6.8	34.9
-7.3	34.9
-7.9	34.8
-8.5	34.8
-9.0	34.8
-9.5	34.9
-10.0	34.8
-10.5	34.9
-11.0	34.8
-11.5	34.5
-12.0	34.7
-12.5	34.6
-13.0	34.8
-13.5	34.7
-14.0	34.6
-14.6	34.5
-15.1	34.4
-15.6	34.6
-16.1	34.5
-16.6	34.3
-17.1	34.3
-17.6	34.2
-18.1	34.2
-18.6	34.1
-19.1	33.9
-19.6	33.9
-20.1	33.6
-20.6	33.6
-21.0	33.5
-21.5	33.3
-21.9	33.2
-22.4	32.8
-22.9	32.4
-23.5	31.9
-24.0	31.1
-24.5	30.3
-25.0	29.3
-25.5	28.0
-26.0	26.4
-26.5	24.4
-27.0	22.2
-27.5	19.8
-28.0	17.4
-28.5	15.0
-29.0	12.8
-29.5	10.9
-30.0	9.2
-30.5	7.9
-31.0	6.9
-31.5	6.0
-32.0	5.5
-32.5	5.0
-33.0	4.7
-33.5	4.3
-34.0	4.2
-34.5	3.9
-35.0	3.7
-35.5	3.6
-36.0	3.5
-36.5	3.4
-37.0	3.2
-37.5	3.1
-38.1	3.2
-38.6	2.9
-39.0	3.0
-39.6	2.8
-40.1	2.9
-40.8	2.7
-41.4	2.7
-42.0	2.6
-42.6	2.5
-43.1	2.4
-43.6	2.6
-44.1	2.3
-44.6	2.4
-45.1	2.3
-45.5	2.2
-46.0	2.3
-46.5	2.2
-47.0	2.2
-47.5	2.0
-48.0	2.2
-48.6	2.0
-49.1	2.1
-49.6	2.0
-50.1	2.1
-50.6	1.8
-51.1	2.0
-51.6	1.8
-52.1	1.8
-52.6	1.9
-53.1	1.7
-53.6	1.8
-54.1	1.7
-54.7	1.9
-55.1	1.6
-55.7	1.7
-56.2	1.7
-56.7	1.6
-57.2	1.6
-57.7	1.6
-58.2	1.5
-58.7	1.5
-59.2	1.5
-59.7	1.4
-60.2	1.5
-60.7	1.5
-61.2	1.5
-61.7	1.3
-62.2	1.5
-62.7	1.3
-63.2	1.4
-63.8	1.4
-64.2	1.3
-64.8	1.3
-65.3	1.2
-65.8	1.3
-66.3	1.4
-66.8	1.2
-67.3	1.2
-67.8	1.3
-68.3	1.1
-68.8	1.1
-69.3	1.1
-69.8	1.2
-70.3	1.2
-70.8	1.2
-71.4	1.0
-71.8	1.1
-72.4	1.2
-72.8	1.1
-73.4	0.9
-73.8	1.2
-74.4	1.0
-74.9	1.1
-75.4	0.9
-75.9	1.1
-76.4	1.0
-76.9	0.8
-77.4	1.1
-77.9	0.9
-78.5	1.2
-78.9	0.7
-79.5	1.1
-80.0	0.9
-80.5	0.7
-81.0	1.0
-81.5	0.9
-82.0	1.0
-82.5	0.8
-83.0	1.0
-83.5	0.7
-84.0	0.9
-84.5	0.9
-85.0	0.8
-85.5	0.8
-86.1	0.9
-86.6	0.8
-87.1	0.7
-87.6	0.8
-88.1	0.8
-88.6	0.8
-89.1	0.8
-89.6	0.7
-90.1	0.7
-90.6	0.6
-91.1	0.8
-91.6	0.7
-92.1	0.7
-92.6	0.8
-93.2	0.7
-93.6	0.7
-94.2	0.8
-94.6	0.6
-95.2	0.8
-95.6	0.6
-96.2	0.8
-96.7	0.6
-97.2	0.7
-97.7	0.7
-98.2	0.7
-98.7	0.8
-99.2	0.7
-99.7	0.7
-100.2	0.5
-100.7	0.7
-101.2	0.8
-101.7	0.6
-102.2	0.6
-102.7	0.7
-103.2	0.7
-103.7	0.5
-104.2	0.7
-104.7	0.6
-105.3	0.6
-105.7	0.6
-106.3	0.7
-106.8	0.5
-107.3	0.6
-107.7	0.6
-108.3	0.6
-108.8	0.4
-109.3	0.7
-109.8	0.6
-110.3	0.5
-110.8	0.6
-111.3	0.5
-111.9	0.7
-112.3	0.5
-112.9	0.6
-113.3	0.5
-113.9	0.5
-114.4	0.6
-114.9	0.5
-115.3	0.5
-115.9	0.5
-116.4	0.6
-116.9	0.6
-117.4	0.4
-117.9	0.5
-118.4	0.6
-118.9	0.6
-119.4	0.4
-120.0	0.5
-120.4	0.5
-121.0	0.5
-121.4	0.5
-122.0	0.4
-122.5	0.5
-123.0	0.6
-123.5	0.4
-124.0	0.5
-124.5	0.5
-125.0	0.5
-125.5	0.6
-126.0	0.5
-126.5	0.4
-127.0	0.5
-127.5	0.4
-128.1	0.4
-128.5	0.5
-129.1	0.5
-129.6	0.4
-130.0	0.5
-130.5	0.4
-131.1	0.6
-131.6	0.4
-132.1	0.3
-132.6	0.6
-133.1	0.3
-133.6	0.6
-134.1	0.4
-134.6	0.4
-135.1	0.5
-135.6	0.4
-136.1	0.4
-136.6	0.5
-137.5	0.4
