Axis	Dose
38.9	27.4
39.1	26.9
39.3	26.4
39.5	25.9
39.7	25.4
39.9	24.9
40.1	24.3
40.3	23.8
40.5	23.3
40.7	22.9
40.9	22.4
41.1	21.9
41.3	21.5
41.5	21.0
41.7	20.5
41.9	20.1
42.1	19.6
42.3	19.2
42.5	18.8
42.7	18.4
42.9	18.0
43.1	17.6
43.3	17.2
43.5	16.9
43.7	16.5
43.9	16.2
44.1	15.8
44.3	15.4
44.5	15.1
44.7	14.7
44.9	14.3
45.1	14.0
45.3	13.6
45.5	13.2
45.7	12.9
45.9	12.5
46.1	12.2
46.3	11.8
46.5	11.5
46.7	11.2
46.9	11.0
47.1	10.7
47.3	10.4
47.5	10.2
47.7	9.9
47.9	9.6
48.1	9.4
48.3	9.1
48.5	8.9
48.7	8.6
48.9	8.4
49.1	8.1
49.3	7.9
49.5	7.7
49.7	7.5
49.9	7.3
50.1	7.1
50.3	6.9
50.5	6.7
50.7	6.5
50.9	6.3
51.1	6.1
51.3	6.0
51.5	5.8
51.7	5.7
51.9	5.5
52.1	5.3
52.3	5.2
52.5	5.0
52.7	4.9
52.9	4.7
53.1	4.6
53.3	4.5
53.5	4.3
53.7	4.2
53.9	4.1
54.1	3.9
54.3	3.8
54.5	3.7
54.7	3.6
54.9	3.5
55.1	3.4
55.3	3.3
55.5	3.2
55.7	3.1
55.9	3.0
56.1	3.0
56.3	2.9
56.5	2.8
56.7	2.7
56.9	2.7
57.1	2.6
57.3	2.6
57.5	2.5
57.7	2.4
57.9	2.4
58.1	2.3
58.3	2.2
58.5	2.2
58.7	2.1
58.9	2.0
59.1	2.0
59.3	1.9
59.5	1.9
59.7	1.8
59.9	1.7
60.1	1.7
60.3	1.6
60.5	1.6
60.7	1.5
60.9	1.5
61.1	1.5
61.3	1.4
61.5	1.4
61.7	1.4
61.9	1.4
