Axis	Dose
-49.6	2.0
-50.1	1.9
-50.7	1.9
-51.2	1.9
-51.7	1.8
-52.2	1.8
-52.6	1.8
-53.1	1.7
-53.7	1.7
-54.2	1.7
-54.7	1.7
-55.2	1.7
-55.7	1.6
-56.2	1.6
-56.7	1.6
-57.2	1.5
-57.7	1.5
-58.2	1.5
-58.7	1.5
-59.2	1.4
-59.7	1.4
-60.2	1.4
-60.7	1.3
-61.2	1.4
-61.7	1.4
-62.2	1.4
-62.7	1.2
-63.2	1.3
-63.7	1.3
-64.2	1.3
-64.7	1.3
-65.2	1.2
-65.7	1.3
-66.3	1.2
-66.8	1.2
-67.3	1.2
-67.7	1.2
-68.2	1.1
-68.8	1.2
-69.3	1.1
-69.8	1.1
-70.3	1.1
-70.8	1.0
-71.3	1.1
-71.8	1.0
-72.3	1.0
-72.8	1.1
-73.3	1.0
-73.8	1.1
-74.3	0.9
-74.8	1.0
-75.3	1.0
-75.8	1.0
-76.3	1.0
-76.9	0.8
-77.4	1.0
-77.9	0.9
-78.4	1.0
-78.9	0.9
-79.4	0.9
-79.9	0.9
-80.4	0.8
-80.9	0.9
-81.4	0.9
-81.9	0.9
-82.4	0.8
-82.9	0.9
-83.4	0.9
-83.9	0.8
-84.4	0.9
-84.9	0.8
-85.4	0.8
-85.9	0.8
-86.4	0.7
-86.9	0.9
-87.4	0.7
-87.9	0.8
-88.4	0.8
-88.9	0.8
-89.4	0.7
-89.9	0.8
-90.5	0.7
-90.9	0.8
-91.5	0.7
-92.0	0.8
-92.5	0.8
-93.0	0.7
-93.5	0.7
-94.0	0.7
-94.5	0.8
-95.0	0.7
-95.5	0.7
-96.0	0.8
-96.5	0.7
-97.0	0.7
-97.5	0.6
-98.0	0.7
-98.5	0.7
-99.0	0.7
-99.5	0.7
-100.0	0.7
-100.5	0.6
-101.0	0.7
-101.5	0.6
-102.1	0.7
-102.6	0.7
-103.1	0.7
-103.6	0.7
-104.1	0.6
-104.6	0.6
-105.1	0.7
-105.6	0.7
-106.1	0.6
-106.6	0.7
-107.1	0.7
-107.6	0.6
-108.1	0.7
-108.6	0.6
-109.1	0.7
-109.6	0.7
-110.1	0.6
-110.6	0.7
-111.2	0.6
-111.6	0.7
-112.1	0.6
-112.6	0.6
-113.2	0.6
-113.7	0.6
-114.5	0.6
