Axis	Dose
-61.4	0.5
-61.2	0.5
-61.0	0.5
-60.8	0.5
-60.6	0.5
-60.4	0.5
-60.2	0.5
-60.0	0.5
-59.8	0.6
-59.6	0.6
-59.4	0.6
-59.2	0.6
-59.0	0.6
-58.8	0.6
-58.6	0.6
-58.4	0.6
-58.2	0.6
-58.0	0.6
-57.8	0.6
-57.6	0.6
-57.4	0.6
-57.2	0.6
-57.0	0.6
-56.8	0.6
-56.6	0.7
-56.4	0.7
-56.2	0.7
-56.0	0.7
-55.8	0.7
-55.6	0.7
-55.4	0.7
-55.2	0.7
-55.0	0.8
-54.8	0.8
-54.6	0.8
-54.4	0.8
-54.2	0.8
-54.0	0.8
-53.8	0.8
-53.6	0.8
-53.4	0.8
-53.2	0.9
-53.0	0.9
-52.8	0.9
-52.6	0.9
-52.4	0.9
-52.2	1.0
-52.0	1.0
-51.8	1.0
-51.6	1.0
-51.4	1.0
-51.2	1.1
-51.0	1.1
-50.8	1.1
-50.6	1.1
-50.4	1.2
-50.2	1.2
-50.0	1.2
-49.8	1.2
-49.6	1.3
-49.4	1.3
-49.2	1.3
-49.0	1.4
-48.8	1.4
-48.6	1.5
-48.4	1.5
-48.2	1.6
-48.0	1.6
-47.8	1.7
-47.6	1.7
-47.4	1.8
-47.2	1.8
-47.0	1.9
-46.8	1.9
-46.6	2.0
-46.4	2.1
-46.2	2.1
-46.0	2.2
-45.8	2.3
-45.6	2.4
-45.4	2.4
-45.2	2.5
-45.0	2.6
-44.8	2.7
-44.6	2.8
-44.4	2.8
-44.2	2.9
-44.0	3.0
-43.8	3.1
-43.6	3.2
-43.4	3.4
-43.2	3.5
-43.0	3.6
-42.8	3.7
-42.6	3.9
-42.4	4.1
-42.2	4.2
-42.0	4.4
-41.8	4.6
-41.6	4.8
-41.4	4.9
-41.2	5.1
-41.0	5.3
-40.8	5.5
-40.6	5.8
-40.4	6.0
-40.2	6.2
-40.0	6.5
-39.8	6.7
-39.6	7.0
-39.4	7.3
-39.2	7.6
-39.0	7.9
-38.8	8.2
-38.6	8.6
-38.4	9.0
-38.2	9.3
-38.0	9.7
-37.8	10.2
-37.6	10.6
-37.4	11.1
-37.2	11.6
-37.0	12.2
-36.8	12.8
-36.6	13.4
-36.4	14.1
-36.2	14.8
-36.0	15.6
-35.8	16.4
-35.6	17.2
-35.4	18.0
-35.2	18.9
-35.0	19.8
-34.8	20.7
-34.6	21.6
-34.4	22.6
-34.2	23.7
-34.0	24.8
-33.8	25.9
-33.6	27.0
-33.4	28.2
-33.2	29.5
-33.0	30.8
-32.8	32.1
-32.6	33.5
-32.4	34.9
-32.2	36.4
-32.0	37.9
-31.8	39.4
-31.6	40.9
-31.4	42.5
-31.2	44.1
-31.0	45.7
-30.8	47.3
-30.6	48.9
-30.4	50.5
-30.2	52.0
-30.0	53.6
-29.8	55.2
-29.6	56.7
-29.4	58.2
-29.2	59.7
-29.0	61.1
-28.8	62.5
-28.6	64.0
-28.4	65.3
-28.2	66.7
-28.0	68.0
-27.8	69.3
-27.6	70.6
-27.4	71.8
-27.2	73.0
-27.0	74.2
-26.8	75.4
-26.6	76.5
-26.4	77.6
-26.2	78.6
-26.0	79.6
-25.8	80.5
-25.6	81.3
-25.4	82.2
-25.2	83.0
-25.0	83.7
-24.8	84.4
