Axis	Dose
-28.1	62.7
-27.9	63.4
-27.7	64.1
-27.5	64.8
-27.3	65.5
-27.1	66.2
-26.9	66.9
-26.7	67.6
-26.5	68.2
-26.3	68.9
-26.1	69.6
-25.9	70.3
-25.7	70.9
-25.5	71.6
-25.3	72.2
-25.1	72.9
-24.9	73.5
-24.7	74.1
-24.5	74.7
-24.3	75.3
-24.1	75.9
-23.9	76.5
-23.7	77.0
-23.5	77.6
-23.3	78.2
-23.1	78.7
-22.9	79.2
-22.7	79.7
-22.5	80.2
-22.3	80.7
-22.1	81.2
-21.9	81.6
-21.7	82.1
-21.5	82.5
-21.3	83.0
-21.1	83.4
-20.9	83.8
-20.7	84.3
-20.5	84.7
-20.3	85.1
-20.1	85.5
-19.9	85.9
-19.7	86.4
-19.5	86.7
-19.3	87.1
-19.1	87.5
-18.9	87.8
-18.7	88.2
-18.5	88.5
-18.3	88.8
-18.1	89.1
-17.9	89.4
-17.7	89.7
-17.5	90.0
-17.3	90.2
-17.1	90.5
-16.9	90.8
-16.7	91.0
-16.5	91.3
-16.3	91.6
-16.1	91.9
-15.9	92.2
-15.7	92.4
-15.5	92.7
-15.3	92.9
-15.1	93.2
-14.9	93.4
-14.7	93.6
-14.5	93.8
-14.3	94.0
-14.1	94.3
-13.9	94.5
-13.7	94.7
-13.5	94.8
-13.3	95.0
-13.1	95.2
-12.9	95.3
-12.7	95.5
-12.5	95.6
-12.3	95.8
-12.1	96.0
-11.9	96.1
-11.7	96.2
-11.5	96.3
-11.3	96.5
-11.1	96.6
-10.9	96.7
-10.7	96.8
-10.5	96.9
-10.3	97.1
-10.1	97.2
-9.9	97.3
-9.7	97.4
-9.5	97.5
-9.3	97.6
-9.1	97.7
-8.9	97.8
-8.7	97.8
-8.5	97.9
-8.3	98.0
-8.1	98.1
-7.9	98.2
-7.7	98.3
-7.5	98.4
-7.3	98.4
-7.1	98.5
-6.9	98.6
-6.7	98.7
-6.5	98.7
-6.3	98.8
-6.1	98.9
-5.9	99.0
-5.7	99.1
-5.5	99.2
-5.3	99.3
-5.1	99.4
-4.9	99.4
-4.7	99.5
-4.5	99.5
-4.3	99.6
-4.1	99.6
-3.9	99.7
-3.7	99.8
-3.5	99.8
-3.3	99.8
-3.1	99.8
-2.9	99.8
-2.7	99.8
-2.5	99.8
-2.3	99.8
-2.1	99.7
-1.9	99.7
-1.7	99.7
-1.5	99.7
-1.3	99.8
-1.1	99.8
-0.9	99.8
-0.7	99.8
-0.5	99.9
-0.3	99.9
-0.1	100.0
0.1	100.0
0.3	100.0
0.5	100.1
0.7	100.1
0.9	100.1
1.1	100.1
1.3	100.1
1.5	100.0
1.7	100.0
1.9	100.0
2.1	99.9
2.3	99.9
2.5	99.9
2.7	99.9
2.9	99.9
3.1	99.9
3.3	99.9
3.5	99.8
3.7	99.8
3.9	99.8
4.1	99.7
4.3	99.7
4.5	99.6
4.7	99.6
4.9	99.5
5.1	99.5
5.3	99.4
5.5	99.4
5.7	99.4
5.9	99.3
6.1	99.2
6.3	99.2
6.5	99.1
6.7	99.0
6.9	99.0
7.1	98.9
7.3	98.8
7.5	98.8
7.7	98.7
7.9	98.6
8.1	98.5
8.3	98.5
8.5	98.4
8.7	98.3
8.9	98.2
9.1	98.1
9.3	98.0
9.5	97.9
9.7	97.8
9.9	97.7
10.1	97.6
10.3	97.4
10.5	97.3
10.7	97.1
10.9	96.9
11.1	96.8
11.3	96.7
11.5	96.5
11.7	96.4
11.9	96.2
12.1	96.1
12.3	96.0
12.5	95.8
12.7	95.7
12.9	95.6
13.1	95.4
13.3	95.3
13.5	95.1
13.7	94.9
13.9	94.7
14.1	94.5
14.3	94.3
14.5	94.1
14.7	93.9
14.9	93.6
15.1	93.4
15.3	93.2
15.5	92.9
15.7	92.7
15.9	92.5
16.1	92.3
16.3	92.0
16.5	91.7
16.7	91.5
16.9	91.2
17.1	90.9
17.3	90.6
17.5	90.3
17.7	90.0
17.9	89.7
18.1	89.3
18.3	89.0
18.5	88.6
18.7	88.3
18.9	88.0
19.1	87.6
19.3	87.3
19.5	86.9
19.7	86.6
19.9	86.2
20.1	85.8
20.3	85.4
20.5	84.9
20.7	84.5
20.9	84.0
21.1	83.6
21.3	83.1
21.5	82.7
21.7	82.2
21.9	81.8
22.1	81.3
22.3	80.9
22.5	80.4
22.7	79.9
22.9	79.3
23.1	78.8
23.3	78.3
23.5	77.8
23.7	77.2
23.9	76.7
24.1	76.1
24.3	75.5
24.5	74.9
24.7	74.3
24.9	73.6
25.1	73.0
25.3	72.4
25.5	71.8
25.7	71.1
25.9	70.5
26.1	69.8
26.3	69.2
26.5	68.5
26.7	67.8
26.9	67.1
27.1	66.4
27.3	65.7
27.5	65.0
27.7	64.3
27.9	63.5
28.1	62.8
28.3	62.0
28.5	61.3
28.7	60.5
28.9	59.8
29.1	59.1
29.3	58.3
29.5	57.6
29.7	56.8
29.9	56.1
30.1	55.3
30.3	54.5
30.5	53.8
30.7	53.1
30.9	52.3
31.1	51.6
31.3	50.8
31.5	50.1
31.7	49.4
31.9	48.7
32.1	48.0
32.3	47.2
32.5	46.5
32.7	45.8
32.9	45.0
33.1	44.3
33.3	43.5
33.5	42.7
33.7	42.0
33.9	41.2
34.1	40.4
34.3	39.7
34.5	38.9
34.7	38.2
34.9	37.5
35.1	36.9
35.3	36.2
35.5	35.5
35.7	34.8
35.9	34.2
36.1	33.5
36.3	32.8
36.5	32.2
36.7	31.6
36.9	30.9
37.1	30.3
37.3	29.7
37.5	29.1
37.7	28.5
37.9	27.9
38.1	27.3
38.3	26.7
38.5	26.2
38.7	25.6
38.9	25.1
39.1	24.6
39.3	24.1
39.5	23.5
39.7	23.0
39.9	22.5
40.1	22.0
40.3	21.5
40.5	21.0
40.7	20.5
40.9	20.0
41.1	19.5
41.3	19.0
41.5	18.6
41.7	18.1
41.9	17.7
42.1	17.3
42.3	16.9
42.5	16.5
42.7	16.1
42.9	15.8
43.1	15.4
43.3	15.1
43.5	14.7
43.7	14.4
43.9	14.1
44.1	13.7
44.3	13.4
44.5	13.1
44.7	12.7
44.9	12.4
45.1	12.1
45.3	11.8
45.5	11.5
45.7	11.2
45.9	10.9
46.1	10.6
46.3	10.4
46.5	10.1
46.7	9.8
46.9	9.6
47.1	9.4
47.3	9.2
47.5	8.9
47.7	8.7
47.9	8.5
48.1	8.3
48.3	8.1
48.5	7.9
48.7	7.7
48.9	7.5
49.1	7.3
49.3	7.1
49.5	6.9
49.7	6.7
49.9	6.5
50.1	6.3
50.3	6.2
50.5	6.0
50.7	5.9
50.9	5.7
51.1	5.6
51.3	5.4
51.5	5.3
51.7	5.2
51.9	5.0
52.1	4.9
52.3	4.8
52.5	4.6
52.7	4.5
52.9	4.4
53.1	4.3
53.3	4.1
53.5	4.0
53.7	3.9
53.9	3.8
54.1	3.7
54.3	3.6
54.5	3.5
54.7	3.4
54.9	3.3
55.1	3.2
55.3	3.1
55.5	3.0
55.7	3.0
55.9	2.9
56.1	2.8
56.3	2.7
56.5	2.7
56.7	2.6
56.9	2.6
57.1	2.5
57.3	2.4
57.5	2.4
57.7	2.3
57.9	2.3
58.1	2.2
58.3	2.1
58.5	2.1
58.7	2.0
58.9	2.0
59.1	1.9
59.3	1.9
59.5	1.8
59.7	1.8
59.9	1.8
60.1	1.7
60.3	1.7
60.5	1.6
60.7	1.6
60.9	1.6
61.1	1.6
61.3	1.5
