Axis	Dose
-30.2	6.9
-29.7	7.4
-29.2	8.0
-28.6	9.2
-28.0	10.5
-27.5	12.1
-27.1	14.2
-26.6	17.1
-26.1	20.5
-25.6	24.9
-25.1	30.2
-24.6	36.0
-24.0	42.3
-23.5	48.5
-23.1	55.0
-22.5	61.2
-22.0	66.5
-21.5	71.0
-21.0	74.7
-20.5	77.7
-20.0	79.9
-19.5	81.9
-19.0	83.1
-18.5	84.3
-18.0	85.2
-17.5	86.0
-17.0	86.3
-16.5	86.8
-16.0	87.1
-15.5	87.6
-14.9	87.5
-14.3	87.7
-13.8	87.8
-13.2	88.1
-12.7	88.3
-12.2	87.9
-11.7	88.4
-11.3	88.5
-10.8	88.3
-10.3	88.5
-9.8	88.7
-9.3	88.9
-8.8	88.7
-8.2	88.8
-7.7	88.9
-7.2	88.8
-6.7	88.7
-6.2	88.6
-5.7	88.8
-5.2	88.8
-4.7	89.0
-4.2	88.9
-3.7	88.8
-3.2	88.9
-2.8	88.6
-2.4	88.9
-1.9	88.8
-1.4	88.6
-0.9	88.9
-0.4	88.7
0.2	88.8
0.7	88.5
1.2	88.7
1.7	88.9
2.2	88.7
2.7	88.8
3.2	88.9
3.7	88.7
4.2	88.7
4.7	88.6
5.2	88.8
5.7	88.8
6.2	88.5
6.7	88.8
7.2	88.8
7.8	88.7
8.3	88.5
8.9	88.8
9.5	88.7
10.0	88.5
10.5	88.5
11.0	88.7
11.5	88.3
11.9	88.4
12.5	88.4
13.0	88.2
13.5	88.2
14.0	87.8
14.5	87.8
15.0	87.8
15.5	87.4
16.1	87.2
16.6	87.0
17.0	86.5
17.6	86.1
18.1	85.7
18.6	85.0
19.0	84.1
19.4	83.4
19.8	82.4
20.4	80.9
20.9	77.9
21.5	74.2
22.0	70.0
22.5	65.5
22.9	60.1
23.4	54.1
23.9	47.6
24.5	40.7
25.0	34.1
25.5	28.5
26.0	23.7
26.5	19.5
27.0	16.2
27.5	13.7
28.0	11.6
28.5	10.1
29.0	8.9
29.5	8.0
30.0	7.1
30.5	6.7
31.0	6.2
31.5	5.8
32.0	5.4
32.5	5.3
33.0	4.9
33.5	4.8
34.1	4.6
34.6	4.3
35.2	4.3
35.8	4.1
36.4	3.9
37.0	4.0
37.5	3.6
38.1	3.6
38.6	3.4
39.1	3.4
39.6	3.2
40.1	3.3
40.5	3.2
41.0	3.3
41.5	2.9
42.0	3.1
42.5	2.9
43.0	3.1
43.5	2.8
44.0	2.7
44.5	2.7
45.0	2.6
45.5	2.5
46.1	2.6
46.6	2.5
47.1	2.3
47.6	2.5
48.1	2.4
48.6	2.3
49.1	2.2
49.6	2.3
50.1	2.3
50.6	2.0
51.1	2.1
51.6	2.3
52.1	1.9
52.6	1.9
53.1	2.0
53.6	2.0
54.1	1.9
54.7	1.9
55.2	1.9
55.7	1.8
56.2	1.8
56.7	1.6
57.2	1.9
57.7	1.6
58.2	1.7
58.7	1.6
59.2	1.6
59.7	1.6
60.2	1.6
60.8	1.4
61.3	1.6
61.8	1.4
62.2	1.5
62.8	1.5
63.3	1.4
63.8	1.3
64.3	1.5
64.8	1.3
65.3	1.5
65.8	1.3
66.3	1.1
66.8	1.3
67.3	1.3
67.8	1.1
68.3	1.4
68.8	1.2
69.3	1.2
69.9	1.2
70.4	1.1
70.9	1.2
71.4	1.2
71.9	1.0
72.4	1.2
72.9	1.0
73.4	1.1
73.9	1.1
74.4	1.2
74.9	1.0
75.4	1.1
75.9	1.1
76.5	1.1
77.0	1.0
77.5	0.9
78.0	0.9
78.5	1.1
79.0	1.0
79.5	0.9
80.0	0.9
80.5	1.0
81.0	0.9
81.5	0.9
82.0	0.9
82.6	0.9
83.1	0.9
83.6	1.0
84.1	0.9
84.6	0.9
85.1	0.8
85.6	0.9
86.1	0.9
86.6	0.9
87.1	0.9
87.7	0.9
88.2	0.9
88.7	0.7
89.2	0.9
89.7	0.8
90.2	0.8
90.7	0.6
91.2	0.8
91.7	0.9
92.3	0.8
92.7	0.7
93.3	0.8
93.8	0.7
94.3	0.7
94.8	0.8
95.3	0.7
95.8	0.7
96.3	0.8
96.8	0.6
97.3	0.8
97.8	0.7
98.3	0.8
98.8	0.7
99.3	0.8
99.8	0.7
100.3	0.6
100.8	0.7
101.3	0.8
101.8	0.7
102.3	0.6
102.9	0.7
103.3	0.7
103.8	0.6
104.3	0.7
104.8	0.8
105.4	0.6
105.9	0.7
106.4	0.7
106.9	0.6
107.4	0.7
107.9	0.7
108.4	0.6
108.9	0.6
109.4	0.7
109.9	0.6
110.4	0.5
110.9	0.8
111.4	0.5
112.0	0.7
112.5	0.6
113.0	0.7
113.5	0.6
114.0	0.6
114.5	0.7
115.0	0.6
115.5	0.5
116.0	0.7
116.5	0.7
117.0	0.5
117.5	0.6
118.0	0.7
118.8	0.6
